ExportDate	StudioTestName	ParticipantName	RecordingName	RecordingDate	RecordingDuration	MediaName	RecordingTimestamp	LocalTimeStamp	EyeTrackerTimestamp	FixationIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	AOI[Stu-Rectangle 6]Hit	AOI[Stu-Rectangle 7]Hit	AOI[Stu-Rectangle 8]Hit	AOI[Stu-Rectangle 9]Hit	AOI[Stu-Rectangle 10]Hit	AOI[Stu-Rectangle 11]Hit	AOI[Stu-Rectangle 12]Hit	AOI[Stu-Rectangle 13]Hit	AOI[Stu-Rectangle 14]Hit	AOI[Stu-Rectangle 15]Hit	AOI[Stu-Rectangle 16]Hit	AOI[Stu-Rectangle 17]Hit	AOI[Stu-Rectangle 18]Hit	AOI[Stu-Rectangle 19]Hit	AOI[Stu-Rectangle 20]Hit	AOI[Stu-Rectangle 21]Hit	AOI[Stu-Rectangle 22]Hit	AOI[Stu-Rectangle 23]Hit	AOI[Stu-Rectangle 24]Hit	AOI[Stu-Rectangle 25]Hit	AOI[Stu-Rectangle 26]Hit	AOI[Stu-Rectangle 27]Hit	AOI[Stu-Rectangle 28]Hit	AOI[Stu-Rectangle 29]Hit	AOI[Stu-Rectangle 30]Hit	AOI[Stu-Rectangle 31]Hit	AOI[Stu-Rectangle 32]Hit	AOI[Stu-Rectangle 33]Hit	AOI[Stu-Rectangle 34]Hit	AOI[Stu-Rectangle 35]Hit	AOI[Stu-Rectangle 36]Hit	AOI[Stu-Rectangle 37]Hit	AOI[Stu-Rectangle 39]Hit	AOI[Stu-Rectangle 40]Hit	AOI[Stu-Rectangle 41]Hit	AOI[Stu-Rectangle 42]Hit	AOI[Stu-Rectangle 43]Hit	AOI[Stu-Rectangle 44]Hit	AOI[Stu-Rectangle 45]Hit	AOI[VehSJ-Rectangle]Hit	AOI[VehSJ-Rectangle 2]Hit	AOI[VehSJ-Rectangle 3]Hit	AOI[VehSJ-Rectangle 4]Hit	AOI[VehSJ-Rectangle 5]Hit	AOI[VehSJ-Rectangle 6]Hit	AOI[VehSJ-Rectangle 7]Hit	AOI[VehSJ-Rectangle 8]Hit	AOI[VehSJ-Rectangle 9]Hit	AOI[VehSJ-Rectangle 10]Hit	AOI[VehSJ-Rectangle 11]Hit	AOI[VehSJ-Rectangle 12]Hit	AOI[VehSJ-Rectangle 13]Hit	AOI[VehSJ-Rectangle 14]Hit	AOI[VehSJ-Rectangle 15]Hit	AOI[VehSJ-Rectangle 16]Hit	AOI[VehSJ-Rectangle 17]Hit	AOI[VehSJ-Rectangle 18]Hit	AOI[VehSJ-Rectangle 19]Hit	AOI[VehSJ-Rectangle 20]Hit	AOI[VehSJ-Rectangle 21]Hit	AOI[VehSJ-Rectangle 22]Hit	AOI[VehSJ-Rectangle 23]Hit	AOI[VehSJ-Rectangle 24]Hit	AOI[VehSJ-Rectangle 25]Hit	AOI[VehSJ-Rectangle 26]Hit	AOI[VehSJ-Rectangle 27]Hit	AOI[VehSJ-Rectangle 28]Hit	AOI[VehSJ-Rectangle 29]Hit	AOI[VehSJ-Rectangle 30]Hit	AOI[VehSJ-Rectangle 31]Hit	AOI[VehSJ-Rectangle 32]Hit	AOI[VehSJ-Rectangle 33]Hit	AOI[VehSJ-Rectangle 34]Hit	ValidityLeft	ValidityRight	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		11	14:55:26.766	1556539014679044		Unclassified	8																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		28	14:55:26.783	1556539014695666	1	Fixation	150																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		45	14:55:26.799	1556539014712285	1	Fixation	150																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		61	14:55:26.816	1556539014729032	1	Fixation	150																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		78	14:55:26.833	1556539014745654	1	Fixation	150																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		95	14:55:26.849	1556539014762275	1	Fixation	150																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		111	14:55:26.866	1556539014778897	1	Fixation	150																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		128	14:55:26.883	1556539014795645	1	Fixation	150																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		145	14:55:26.899	1556539014812267	1	Fixation	150																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		161	14:55:26.916	1556539014828887	1	Fixation	150																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		178	14:55:26.933	1556539014845511		Saccade	17																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		195	14:55:26.949	1556539014862257	2	Fixation	200																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		211	14:55:26.966	1556539014878879	2	Fixation	200																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		228	14:55:26.983	1556539014895501	2	Fixation	200																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		244	14:55:26.999	1556539014912122	2	Fixation	200																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		261	14:55:27.016	1556539014928869	2	Fixation	200																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		278	14:55:27.033	1556539014945491	2	Fixation	200																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		294	14:55:27.049	1556539014962114	2	Fixation	200																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		311	14:55:27.066	1556539014978739	2	Fixation	200																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		328	14:55:27.082	1556539014995359	2	Fixation	200																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		344	14:55:27.099	1556539015012104	2	Fixation	200																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		361	14:55:27.116	1556539015028731	2	Fixation	200																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		378	14:55:27.132	1556539015045349	2	Fixation	200																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		394	14:55:27.149	1556539015061972		Saccade	17																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		411	14:55:27.166	1556539015078721	3	Fixation	233																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		428	14:55:27.182	1556539015095340	3	Fixation	233																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		444	14:55:27.199	1556539015111961	3	Fixation	233																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		461	14:55:27.216	1556539015128585	3	Fixation	233																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		478	14:55:27.232	1556539015145330	3	Fixation	233																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		494	14:55:27.249	1556539015161952	3	Fixation	233																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		511	14:55:27.266	1556539015178574	3	Fixation	233																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		528	14:55:27.282	1556539015195195	3	Fixation	233																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		544	14:55:27.299	1556539015211940	3	Fixation	233																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		561	14:55:27.316	1556539015228565	3	Fixation	233																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		578	14:55:27.332	1556539015245184	3	Fixation	233																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		594	14:55:27.349	1556539015261806	3	Fixation	233																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		611	14:55:27.366	1556539015278552	3	Fixation	233																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		628	14:55:27.382	1556539015295173	3	Fixation	233																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		644	14:55:27.399	1556539015311794		Saccade	50																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		661	14:55:27.416	1556539015328417		Saccade	50																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		678	14:55:27.432	1556539015345166		Saccade	50																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		694	14:55:27.449	1556539015361786	4	Fixation	300																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		711	14:55:27.466	1556539015378410	4	Fixation	300																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		727	14:55:27.482	1556539015395031	4	Fixation	300																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		744	14:55:27.499	1556539015411781	4	Fixation	300																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		761	14:55:27.516	1556539015428401	4	Fixation	300																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		777	14:55:27.532	1556539015445024	4	Fixation	300																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520		794	14:55:27.549	1556539015461645	4	Fixation	300																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	811	14:55:27.566	1556539015478393	4	Fixation	300	854	581																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	827	14:55:27.582	1556539015495014	4	Fixation	300	854	581																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	844	14:55:27.599	1556539015511639	4	Fixation	300	854	581																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	861	14:55:27.615	1556539015528261	4	Fixation	300	854	581																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	877	14:55:27.632	1556539015545005	4	Fixation	300	854	581																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	894	14:55:27.649	1556539015561630	4	Fixation	300	854	581																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	911	14:55:27.665	1556539015578250	4	Fixation	300	854	581																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	927	14:55:27.682	1556539015594873	4	Fixation	300	854	581																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	944	14:55:27.699	1556539015611619	4	Fixation	300	854	581																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	961	14:55:27.715	1556539015628247	4	Fixation	300	854	581																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	977	14:55:27.732	1556539015644863	4	Fixation	300	854	581																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	994	14:55:27.749	1556539015661487		Saccade	50																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1011	14:55:27.765	1556539015678235		Saccade	50																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1027	14:55:27.782	1556539015694858		Saccade	50																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1044	14:55:27.799	1556539015711480	5	Fixation	150	493	490																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1061	14:55:27.815	1556539015728102	5	Fixation	150	493	490																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1077	14:55:27.832	1556539015744848	5	Fixation	150	493	490																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1094	14:55:27.849	1556539015761472	5	Fixation	150	493	490																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1111	14:55:27.865	1556539015778092	5	Fixation	150	493	490																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1127	14:55:27.882	1556539015794717	5	Fixation	150	493	490																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1144	14:55:27.899	1556539015811462	5	Fixation	150	493	490																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1161	14:55:27.915	1556539015828084	5	Fixation	150	493	490																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1177	14:55:27.932	1556539015844706	5	Fixation	150	493	490																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1194	14:55:27.948	1556539015861329		Saccade	67																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1211	14:55:27.965	1556539015878075		Saccade	67																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1227	14:55:27.982	1556539015894699		Saccade	67																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1244	14:55:27.998	1556539015911318		Saccade	67																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1260	14:55:28.015	1556539015927942		Unclassified	17																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1277	14:55:28.032	1556539015944688		Saccade	67																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1294	14:55:28.048	1556539015961311		Saccade	67																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1310	14:55:28.065	1556539015977932		Saccade	67																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1327	14:55:28.082	1556539015994555		Saccade	67																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1344	14:55:28.098	1556539016011300		Unclassified	50																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1360	14:55:28.115	1556539016027921		Unclassified	50																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1377	14:55:28.132	1556539016044542		Unclassified	50																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1394	14:55:28.148	1556539016061166		Saccade	17																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1410	14:55:28.165	1556539016077911	6	Fixation	200	189	127																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1427	14:55:28.182	1556539016094535	6	Fixation	200	189	127																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1444	14:55:28.198	1556539016111155	6	Fixation	200	189	127																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1460	14:55:28.215	1556539016127778	6	Fixation	200	189	127																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1477	14:55:28.232	1556539016144526	6	Fixation	200	189	127																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1494	14:55:28.248	1556539016161146	6	Fixation	200	189	127																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1510	14:55:28.265	1556539016177769	6	Fixation	200	189	127																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1527	14:55:28.282	1556539016194391	6	Fixation	200	189	127																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1543	14:55:28.298	1556539016211011	6	Fixation	200	189	127																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1560	14:55:28.315	1556539016227759	6	Fixation	200	189	127																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1577	14:55:28.332	1556539016244380	6	Fixation	200	189	127																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1593	14:55:28.348	1556539016261002	6	Fixation	200	189	127																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1610	14:55:28.365	1556539016277624		Saccade	67																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1627	14:55:28.382	1556539016294371		Saccade	67																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1643	14:55:28.398	1556539016310992		Saccade	67																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1660	14:55:28.415	1556539016327615		Saccade	67																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1677	14:55:28.431	1556539016344238	7	Fixation	133	308	134																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1693	14:55:28.448	1556539016360984	7	Fixation	133	308	134																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1710	14:55:28.465	1556539016377606	7	Fixation	133	308	134																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1727	14:55:28.481	1556539016394227	7	Fixation	133	308	134																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1743	14:55:28.498	1556539016410851	7	Fixation	133	308	134																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1760	14:55:28.515	1556539016427597	7	Fixation	133	308	134																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1777	14:55:28.531	1556539016444220	7	Fixation	133	308	134																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1793	14:55:28.548	1556539016460841	7	Fixation	133	308	134																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1810	14:55:28.565	1556539016477463		Saccade	17																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1827	14:55:28.581	1556539016494210	8	Fixation	183	372	130																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1843	14:55:28.598	1556539016510833	8	Fixation	183	372	130																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1860	14:55:28.615	1556539016527454	8	Fixation	183	372	130																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1877	14:55:28.631	1556539016544083	8	Fixation	183	372	130																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1893	14:55:28.648	1556539016560823	8	Fixation	183	372	130																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1910	14:55:28.665	1556539016577445	8	Fixation	183	372	130																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1927	14:55:28.681	1556539016594067	8	Fixation	183	372	130																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1943	14:55:28.698	1556539016610689	8	Fixation	183	372	130																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1960	14:55:28.715	1556539016627437	8	Fixation	183	372	130																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1977	14:55:28.731	1556539016644059	8	Fixation	183	372	130																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	1993	14:55:28.748	1556539016660683	8	Fixation	183	372	130																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	2010	14:55:28.765	1556539016677305		Saccade	50																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	2027	14:55:28.781	1556539016694051		Saccade	50																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	2043	14:55:28.798	1556539016710673		Saccade	50																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	2060	14:55:28.815	1556539016727295	9	Fixation	150	571	127																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	2076	14:55:28.831	1556539016743916	9	Fixation	150	571	127																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	2093	14:55:28.848	1556539016760662	9	Fixation	150	571	127																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	2110	14:55:28.865	1556539016777284	9	Fixation	150	571	127																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	2126	14:55:28.881	1556539016793907	9	Fixation	150	571	127																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	2143	14:55:28.898	1556539016810531	9	Fixation	150	571	127																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	2160	14:55:28.915	1556539016827277	9	Fixation	150	571	127																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	2176	14:55:28.931	1556539016843899	9	Fixation	150	571	127																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	2193	14:55:28.948	1556539016860522	9	Fixation	150	571	127																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	2210	14:55:28.964	1556539016877144		Saccade	50																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	2226	14:55:28.981	1556539016893891		Saccade	50																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	2243	14:55:28.998	1556539016910511		Saccade	50																																																																												0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	2260	14:55:29.014	1556539016927133	10	Fixation	100	502	118																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	2276	14:55:29.031	1556539016943755	10	Fixation	100	502	118																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	2293	14:55:29.048	1556539016960502	10	Fixation	100	502	118																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	2310	14:55:29.064	1556539016977125	10	Fixation	100	502	118																																																																										0	0	
02/05/2019	PlainHL-StrideHL-SV	N-S-SV1	Recn01	29/04/2019	258520	instructionimage1.png	2326	14:55:29.081	1556539016993748	10	Fixation	100	502	118																																																																										0	0	
